Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range,Lat,Lng,called,Trifecta status,Total Mental Health Care HPSA Designations,Population of Designated HPSAs,Percent of Need Met,Practitioners Needed to Remove HPSA Designation
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,31.8,27.1,36.7,27.1 - 36.7,31.7-34.2,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,32.0,27.6,36.7,27.6 - 36.7,31.1-34.7,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,27.8,23.5,32.5,23.5 - 32.5,25.5-32.2,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,31.7,27.7,36.0,27.7 - 36.0,24.6-31.7,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,40.7,36.7,44.9,36.7 - 44.9,39.5-45.1,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,37.7,32.8,42.9,32.8 - 42.9,34.9-38.0,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,37.3,33.6,41.1,33.6 - 41.1,34.8-38.3,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,45.5,41.0,50.2,41.0 - 50.2,43.6-50.2,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,32.6,29.7,35.5,29.7 - 35.5,24.2-33.2,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,35.3,32.3,38.5,32.3 - 38.5,33.2-35.3,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,33.2,29.8,36.8,29.8 - 36.8,27.3-33.3,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,33.3,29.9,36.7,29.9 - 36.7,27.8-34.3,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,35.9,32.6,39.3,32.6 - 39.3,35.5-37.1,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,42.2,37.1,47.4,37.1 - 47.4,41.7-43.6,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,40.5,35.9,45.3,35.9 - 45.3,39.8-41.5,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,41.3,36.2,46.6,36.2 - 46.6,39.3-41.3,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,43.7,38.9,48.5,38.9 - 48.5,41.2-44.1,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,38.8,34.7,43.0,34.7 - 43.0,38.5-40.4,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,40.0,35.7,44.3,35.7 - 44.3,37.7-40.8,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,36.9,32.4,41.6,32.4 - 41.6,36.5-38.7,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,35.9,31.8,40.1,31.8 - 40.1,25.5-35.9,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,34.9,30.7,39.2,30.7 - 39.2,33.4-36.0,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,31.1,27.4,34.9,27.4 - 34.9,24.9-32.0,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,30.8,25.7,36.3,25.7 - 36.3,28.8-31.4,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,25.8,21.8,30.2,21.8 - 30.2,23.2-27.3,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,28.9,24.1,34.1,24.1 - 34.1,27.2-28.9,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,23.9,19.0,29.4,19.0 - 29.4,22.1-26.8,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.5,25.8,33.3,25.8 - 33.3,26.8-29.8,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,28.9,24.3,33.9,24.3 - 33.9,28.2-31.2,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,26.9,22.4,31.7,22.4 - 31.7,23.5-27.0,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,31.9,26.4,37.9,26.4 - 37.9,30.4-32.4,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,27.9,23.8,32.3,23.8 - 32.3,23.9-29.4,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,30.1,25.7,34.8,25.7 - 34.8,29.3-31.1,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,29.7,25.6,34.1,25.6 - 34.1,28.3-31.3,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,33.0,28.4,37.8,28.4 - 37.8,32.0-34.1,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,32.2,27.6,37.2,27.6 - 37.2,31.2-33.2,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,28.8,24.9,32.8,24.9 - 32.8,24.8-29.7,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,26.2,22.5,30.2,22.5 - 30.2,23.9-28.5,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,30.1,26.3,34.1,26.3 - 34.1,30.0-33.7,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,29.6,25.0,34.6,25.0 - 34.6,28.6-30.1,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,29.2,25.3,33.3,25.3 - 33.3,28.1-30.0,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,30.3,25.6,35.3,25.6 - 35.3,29.9-31.4,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Idaho,Idaho,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,33.2,28.1,38.6,28.1 - 38.6,33.2-37.0,44.0682019,-114.7420408,R,Republican trifecta,66,1746975.0,0.2982,65.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,36.6,32.7,40.7,32.7 - 40.7,34.8 - 36.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,41.8,37.7,46.0,37.7 - 46.0,36.1 - 48.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,35.2,31.1,39.4,31.1 - 39.4,35.0-44.3,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,35.6,30.8,40.5,30.8 - 40.5,35.6-41.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,5,"May 28 - June 2, 2020",2020-05-28,2020-06-02,37.0,33.5,40.7,33.5 - 40.7,37.0-40.0,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,6,"June 4 - June 9, 2020",2020-06-04,2020-06-09,39.5,35.3,43.9,35.3 - 43.9,37.7-40.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,7,"June 11 - June 16, 2020",2020-06-11,2020-06-16,34.6,30.0,39.4,30.0 - 39.4,32.3-34.9,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,8,"June 18 - June 23, 2020",2020-06-18,2020-06-23,34.2,30.8,37.7,30.8 - 37.7,31.8-34.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,9,"June 25 - June 30, 2020",2020-06-25,2020-06-30,39.6,35.0,44.3,35.0 - 44.3,39.5-45.1,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,10,"July 2 - July 7, 2020",2020-07-02,2020-07-07,39.4,35.2,43.8,35.2 - 43.8,38.1-40.6,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,11,"July 9 - July 14, 2020",2020-07-09,2020-07-14,34.0,29.3,38.9,29.3 - 38.9,28.0-34.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,1,12,"July 16 - July 21, 2020",2020-07-16,2020-07-21,43.2,39.2,47.2,39.2 - 47.2,40.6-43.5,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,13,"Aug 19 - Aug 31, 2020",2020-08-19,2020-08-31,38.2,34.7,41.9,34.7 - 41.9,35.7-38.2,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,14,"Sep 2 - Sep 14, 2020",2020-09-02,2020-09-14,37.6,34.2,41.0,34.2 - 41.0,35.4-38.1,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,15,"Sep 16 - Sep 28, 2020",2020-09-16,2020-09-28,36.3,33.6,38.9,33.6 - 38.9,36.3-38.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,16,"Sep 30 - Oct 12, 2020",2020-09-30,2020-10-12,36.6,33.4,40.0,33.4 - 40.0,34.4-36.6,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,2,17,"Oct 14 - Oct 26, 2020",2020-10-14,2020-10-26,34.8,31.9,37.8,31.9 - 37.8,28.7-35.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-10-28,2020-11-09,41.8,37.1,46.6,37.1 - 46.6,41.7-43.6,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-11,2020-11-23,42.6,39.0,46.3,39.0 - 46.3,41.6-44.3,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-11-25,2020-12-07,43.1,39.2,47.1,39.2 - 47.1,41.4-43.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-09,2020-12-21,39.5,35.2,44.1,35.2 - 44.1,31.8-39.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-06,2021-01-18,40.9,37.2,44.7,37.2 - 44.7,40.5-42.8,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-01-20,2021-02-01,38.5,34.3,42.8,34.3 - 42.8,37.7-40.8,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-03,2021-02-15,37.5,33.5,41.7,33.5 - 41.7,36.5-38.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-02-17,2021-03-01,38.2,34.7,41.8,34.7 - 41.8,36.0-38.2,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-03,2021-03-15,35.4,31.6,39.2,31.6 - 39.2,33.4-36.0,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-17,2021-03-29,36.4,32.1,41.0,32.1 - 41.0,36.3-42.6,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-14,2021-04-26,29.7,26.7,32.8,26.7 - 32.8,28.8-31.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.1,29,"Apr 28 - May 10, 2021",2021-04-28,2021-05-10,29.8,26.4,33.5,26.4 - 33.5,27.4-29.8,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.1,30,"May 12 - May 24, 2021",2021-05-12,2021-05-24,29.1,25.0,33.3,25.0 - 33.3,29.0-32.3,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.1,31,"May 26 - Jun 7, 2021",2021-05-26,2021-06-07,28.2,23.9,32.8,23.9 - 32.8,26.9-29.2,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-09,2021-06-21,29.4,26.2,32.9,26.2 - 32.9,26.8-29.8,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.1,33,"Jun 23 - Jul 5, 2021",2021-06-23,2021-07-05,24.0,20.4,28.0,20.4 - 28.0,21.6-26.2,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,34,"Jul 21 - Aug 2, 2021",2021-07-21,2021-08-02,29.6,26.0,33.3,26.0 - 33.3,27.1-30.9,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-04,2021-08-16,28.1,24.2,32.3,24.2 - 32.3,28.1-30.3,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-18,2021-08-30,28.6,25.1,32.3,25.1 - 32.3,23.9-29.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-01,2021-09-13,31.4,26.1,37.0,26.1 - 37.0,31.2-33.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-15,2021-09-27,29.7,25.6,34.2,25.6 - 34.2,28.3-31.3,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.2,39,"Sep 29 - Oct 11, 2021",2021-09-29,2021-10-11,31.3,27.2,35.6,27.2 - 35.6,28.7-31.9,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-01,2021-12-13,27.6,23.8,31.6,23.8 - 31.6,24.0-29.5,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2021-12-29,2022-01-10,29.7,26.2,33.3,26.2 - 33.3,24.8-29.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.3,42,"Jan 26 - Feb 7, 2022",2022-01-26,2022-02-07,32.6,28.8,36.6,28.8 - 36.6,31.8-33.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-02,2022-03-14,32.3,28.6,36.1,28.6 - 36.1,30.0-33.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.4,44,"Mar 30 - Apr 11, 2022",2022-03-30,2022-04-11,31.4,26.2,36.9,26.2 - 36.9,30.2-32.7,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.4,45,"Apr 27 - May 9, 2022",2022-04-27,2022-05-09,29.7,25.5,34.0,25.5 - 34.0,28.1-30.0,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.5,46,"Jun 1 - Jun 13, 2022",2022-06-01,2022-06-13,30.7,26.1,35.6,26.1 - 35.6,29.9-31.4,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Illinois,Illinois,3.5,47,"Jun 29 - Jul 11, 2022",2022-06-29,2022-07-11,32.3,28.1,36.8,28.1 - 36.8,30.4-33.1,40.6331249,-89.3985283,D,Democratic trifecta,188,7776706.0,0.2406,325.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,1,"Apr 23 - May 5, 2020",2020-04-23,2020-05-05,37.8,33.5,42.4,33.5 - 42.4,36.8 - 41.4,40.2671941,-86.1349019,R,Republican trifecta,84,4694347.0,0.3581,197.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,2,"May 7 - May 12, 2020",2020-05-07,2020-05-12,34.9,29.4,40.8,29.4 - 40.8,33.5 - 36.0,40.2671941,-86.1349019,R,Republican trifecta,84,4694347.0,0.3581,197.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,3,"May 14 - May 19, 2020",2020-05-14,2020-05-19,37.3,32.4,42.5,32.4 - 42.5,35.0-44.3,40.2671941,-86.1349019,R,Republican trifecta,84,4694347.0,0.3581,197.0
Symptoms of Anxiety Disorder or Depressive Disorder,By State,Indiana,Indiana,1,4,"May 21 - May 26, 2020",2020-05-21,2020-05-26,35.2,31.8,38.7,31.8 - 38.7,33.2-35.5,40.2671941,-86.1349019,R,Republican trifecta,84,4694347.0,0.3581,197.0
