,Group,Subgroup,Value,Time Period Start Date,Time Period Label,Date
1086,By Education,Some college/Associate's degree,40.9,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1096,By State,District of Columbia,37.1,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1095,By State,Delaware,39.0,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1097,By State,Florida,37.8,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1093,By State,Colorado,37.5,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1092,By State,California,42.4,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1091,By State,Arkansas,42.3,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1090,By State,Arizona,37.8,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1089,By State,Alaska,37.4,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1088,By State,Alabama,33.6,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1094,By State,Connecticut,34.6,09/30/2020,"Sep 30 - Oct 12, 2020",2020-09-30
1189,By State,New Mexico,46.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1188,By State,New Jersey,35.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1187,By State,New Hampshire,31.0,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1186,By State,Nevada,41.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1185,By State,Nebraska,33.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1184,By State,Montana,34.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1176,By State,Louisiana,41.2,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1182,By State,Mississippi,41.5,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1181,By State,Minnesota,30.6,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1180,By State,Michigan,37.0,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1179,By State,Massachusetts,37.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1178,By State,Maryland,37.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1177,By State,Maine,35.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1190,By State,New York,38.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1183,By State,Missouri,40.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1191,By State,North Carolina,32.4,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1199,By State,South Dakota,28.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1193,By State,Ohio,37.2,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1175,By State,Kentucky,41.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1207,By State,Wisconsin,36.0,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1206,By State,West Virginia,36.0,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1205,By State,Washington,41.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1204,By State,Virginia,35.6,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1203,By State,Vermont,36.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1192,By State,North Dakota,30.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1202,By State,Utah,33.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1200,By State,Tennessee,37.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1198,By State,South Carolina,36.5,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1197,By State,Rhode Island,39.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1196,By State,Pennsylvania,35.4,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1195,By State,Oregon,41.4,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1194,By State,Oklahoma,39.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1201,By State,Texas,41.4,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1174,By State,Kansas,39.6,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1208,By State,Wyoming,32.0,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1172,By State,Indiana,38.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1152,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",34.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1151,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",39.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1150,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",36.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1149,By Race/Hispanic ethnicity,Hispanic or Latino,42.2,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1148,By Sex,Female,42.4,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1147,By Sex,Male,32.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1153,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",48.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1146,By Age,80 years and above,19.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1144,By Age,60 - 69 years,30.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1143,By Age,50 - 59 years,34.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1142,By Age,40 - 49 years,39.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1141,By Age,30 - 39 years,44.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1140,By Age,18 - 29 years,52.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1139,National Estimate,United States,37.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1145,By Age,70 - 79 years,23.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1154,By Education,Less than a high school diploma,42.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1173,By State,Iowa,33.4,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1156,By Education,Some college/Associate's degree,41.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1171,By State,Illinois,34.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1170,By State,Idaho,35.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1169,By State,Hawaii,38.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1168,By State,Georgia,37.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1155,By Education,High school diploma or GED,37.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1166,By State,District of Columbia,40.1,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1165,By State,Delaware,34.3,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1167,By State,Florida,35.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1163,By State,Colorado,37.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1162,By State,California,39.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1161,By State,Arkansas,38.5,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1160,By State,Arizona,39.8,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1159,By State,Alaska,38.5,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1158,By State,Alabama,36.0,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1157,By Education,Bachelor's degree or higher,33.7,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1164,By State,Connecticut,36.9,10/14/2020,"Oct 14 - Oct 26, 2020",2020-10-14
1258,By State,New Jersey,36.9,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1257,By State,New Hampshire,39.2,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1256,By State,Nevada,47.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1255,By State,Nebraska,38.1,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1254,By State,Montana,39.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1253,By State,Missouri,40.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1245,By State,Kentucky,40.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1251,By State,Minnesota,37.1,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1250,By State,Michigan,34.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1249,By State,Massachusetts,42.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1248,By State,Maryland,39.7,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1247,By State,Maine,43.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1246,By State,Louisiana,42.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1259,By State,New Mexico,44.2,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1252,By State,Mississippi,42.7,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1260,By State,New York,36.5,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1269,By State,South Dakota,32.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1262,By State,North Dakota,25.5,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1244,By State,Kansas,43.6,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1277,By State,Wisconsin,39.2,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1276,By State,West Virginia,39.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1275,By State,Washington,38.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1274,By State,Virginia,36.7,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1273,By State,Vermont,43.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1272,By State,Utah,36.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1271,By State,Texas,44.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1270,By State,Tennessee,36.7,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1268,By State,South Carolina,41.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1267,By State,Rhode Island,42.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1266,By State,Pennsylvania,41.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1265,By State,Oregon,44.1,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1264,By State,Oklahoma,43.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1263,By State,Ohio,42.0,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1261,By State,North Carolina,42.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1278,By State,Wyoming,37.0,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1243,By State,Iowa,44.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1241,By State,Illinois,41.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1222,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",32.9,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1221,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",45.0,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1220,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",39.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1219,By Race/Hispanic ethnicity,Hispanic or Latino,48.0,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1218,By Sex,Female,46.2,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1216,By Age,80 years and above,18.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1223,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",48.5,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1215,By Age,70 - 79 years,26.6,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1213,By Age,50 - 59 years,38.6,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1212,By Age,40 - 49 years,42.6,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1211,By Age,30 - 39 years,49.5,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1210,By Age,18 - 29 years,58.7,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1209,National Estimate,United States,41.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1242,By State,Indiana,40.9,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1214,By Age,60 - 69 years,32.9,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1224,By Education,Less than a high school diploma,43.7,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1217,By Sex,Male,36.1,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1226,By Education,Some college/Associate's degree,44.6,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1225,By Education,High school diploma or GED,42.0,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1239,By State,Hawaii,43.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1238,By State,Georgia,46.4,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1237,By State,Florida,43.6,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1236,By State,District of Columbia,50.1,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1235,By State,Delaware,41.5,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1234,By State,Connecticut,41.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1240,By State,Idaho,42.2,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1232,By State,California,43.7,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1231,By State,Arkansas,41.6,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1230,By State,Arizona,40.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1229,By State,Alaska,38.2,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1228,By State,Alabama,44.8,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1227,By Education,Bachelor's degree or higher,37.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1233,By State,Colorado,43.3,10/28/2020,"Oct 28 - Nov 9, 2020",2020-10-28
1329,By State,New Mexico,49.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1328,By State,New Jersey,40.9,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1327,By State,New Hampshire,40.1,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1326,By State,Nevada,47.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1325,By State,Nebraska,39.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1324,By State,Montana,45.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1323,By State,Missouri,39.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1320,By State,Michigan,40.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1321,By State,Minnesota,41.4,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1319,By State,Massachusetts,42.1,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1318,By State,Maryland,40.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1317,By State,Maine,40.9,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1316,By State,Louisiana,46.8,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1330,By State,New York,41.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1322,By State,Mississippi,44.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1331,By State,North Carolina,41.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1315,By State,Kentucky,38.9,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1333,By State,Ohio,41.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1347,By State,Wisconsin,38.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1346,By State,West Virginia,42.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1345,By State,Washington,43.4,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1344,By State,Virginia,38.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1343,By State,Vermont,39.8,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1342,By State,Utah,44.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1332,By State,North Dakota,39.0,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1341,By State,Texas,47.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1339,By State,South Dakota,42.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1338,By State,South Carolina,44.9,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1337,By State,Rhode Island,44.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1336,By State,Pennsylvania,39.9,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1335,By State,Oregon,45.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1334,By State,Oklahoma,46.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1340,By State,Tennessee,42.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1348,By State,Wyoming,39.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1314,By State,Kansas,40.0,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1312,By State,Indiana,39.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1292,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",32.8,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1291,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",43.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1290,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",41.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1289,By Race/Hispanic ethnicity,Hispanic or Latino,48.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1288,By Sex,Female,47.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1287,By Sex,Male,37.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1293,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",52.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1286,By Age,80 years and above,24.1,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1284,By Age,60 - 69 years,34.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1283,By Age,50 - 59 years,40.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1282,By Age,40 - 49 years,45.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1281,By Age,30 - 39 years,48.4,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1280,By Age,18 - 29 years,58.1,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1279,National Estimate,United States,42.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1285,By Age,70 - 79 years,28.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1294,By Education,Less than a high school diploma,51.0,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1313,By State,Iowa,39.7,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1296,By Education,Some college/Associate's degree,45.9,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1311,By State,Illinois,42.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1310,By State,Idaho,40.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1309,By State,Hawaii,32.1,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1308,By State,Georgia,39.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1307,By State,Florida,41.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1306,By State,District of Columbia,40.3,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1305,By State,Delaware,35.9,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1295,By Education,High school diploma or GED,43.0,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1303,By State,Colorado,45.8,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1302,By State,California,45.1,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1301,By State,Arkansas,44.2,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1300,By State,Arizona,43.8,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1299,By State,Alaska,44.6,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1298,By State,Alabama,43.8,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1297,By Education,Bachelor's degree or higher,37.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1304,By State,Connecticut,37.5,11/11/2020,"Nov 11 - Nov 23, 2020",2020-11-11
1399,By State,New Mexico,46.1,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1398,By State,New Jersey,40.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1397,By State,New Hampshire,41.7,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1396,By State,Nevada,47.2,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1395,By State,Nebraska,39.6,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1394,By State,Montana,39.4,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1393,By State,Missouri,38.9,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1389,By State,Massachusetts,39.4,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1391,By State,Minnesota,39.6,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1390,By State,Michigan,40.1,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1388,By State,Maryland,38.1,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1387,By State,Maine,36.9,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1386,By State,Louisiana,47.3,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1400,By State,New York,38.9,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1392,By State,Mississippi,46.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1401,By State,North Carolina,39.0,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1409,By State,South Dakota,32.4,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1403,By State,Ohio,44.2,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1417,By State,Wisconsin,35.5,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1416,By State,West Virginia,44.2,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1415,By State,Washington,43.3,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1414,By State,Virginia,39.3,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1413,By State,Vermont,40.6,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1412,By State,Utah,44.2,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1402,By State,North Dakota,32.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1411,By State,Texas,44.1,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1385,By State,Kentucky,45.9,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1408,By State,South Carolina,33.6,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1407,By State,Rhode Island,41.5,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1406,By State,Pennsylvania,43.1,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1405,By State,Oregon,47.6,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1404,By State,Oklahoma,43.9,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1410,By State,Tennessee,39.2,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1384,By State,Kansas,36.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1418,By State,Wyoming,44.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1382,By State,Indiana,43.7,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1362,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",35.0,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1361,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",42.5,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1360,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",39.6,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1359,By Race/Hispanic ethnicity,Hispanic or Latino,48.0,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1358,By Sex,Female,45.7,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1357,By Sex,Male,36.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1363,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",49.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1356,By Age,80 years and above,19.4,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1354,By Age,60 - 69 years,32.3,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1353,By Age,50 - 59 years,40.0,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1352,By Age,40 - 49 years,45.3,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1351,By Age,30 - 39 years,47.6,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1350,By Age,18 - 29 years,56.5,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1349,National Estimate,United States,41.4,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1355,By Age,70 - 79 years,26.4,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1364,By Education,Less than a high school diploma,53.0,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1383,By State,Iowa,36.1,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1366,By Education,Some college/Associate's degree,45.0,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1381,By State,Illinois,43.1,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1380,By State,Idaho,41.3,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1379,By State,Hawaii,40.7,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1378,By State,Georgia,39.9,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1365,By Education,High school diploma or GED,42.3,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
1376,By State,District of Columbia,41.8,11/25/2020,"Nov 25 - Dec 7, 2020",2020-11-25
